"id"	"auteur"	"titre"	"tokens"
"131_AnaIii_Privil13"	"Anastasius III"	"Privilegia"	1069
"131_AucInc_Epitap12"	"Auctor incertus"	"Epitaphium"	50
"131_AuInReA_Episto210"	"Auctor incertus (Remigius Antissiodorensis?)"	"Epistolae"	2882
"131_BenIv_Episto209"	"Benedictus IV"	"Epistolae"	1366
"131_BenIv_Privil12"	"Benedictus IV"	"Privilegium"	579
"131_ChrAnt_Diplom8"	"Christophorus antipapa"	"Diploma"	503
"131_ChrAnt_NotHis209"	"Christophorus antipapa"	"Notitia historica"	60
"131_FulRhe_Episto206"	"Fulco Rhemensis"	"Epistolae"	848
"131_HatMog_Episto211"	"Hatto Moguntinus"	"Epistola"	1072
"131_JoaIx_CaDeElP"	"Joannes IX"	"Canon de electione papae"	120
"131_JoaIx_Episto208"	"Joannes IX"	"Epistolae"	4377
"131_JoaIx_PrInCoR"	"Joannes IX"	"Praelocutio in concilio Ravennate"	222
"131_ManCat_Episto207"	"Mantio Catalaunensis"	"Epistola"	216
"131_MarMon_PrInLiM2"	"Martinianus monachus"	"Prologus in libros morales"	577
"131_NotBal_DeInDiS"	"Notkerus Balbulus"	"De interpretibus divinarum Scripturarum"	4006
"131_NotBal_EpAdRu3"	"Notkerus Balbulus"	"Epistola ad Ruodpertum"	277
"131_NotBal_Formul3"	"Notkerus Balbulus"	"Formulae"	2133
"131_NotBal_Martyr9"	"Notkerus Balbulus"	"Martyrologium"	61265
"131_NotBal_Sequen"	"Notkerus Balbulus"	"Sequentiae"	6228
"131_RemAnt_CoInGe5"	"Remigius Antissiodorensis"	"Commentarius in Genesim"	38266
"131_RemAnt_DeDeEc"	"Remigius Antissiodorensis"	"De dedicatione ecclesiae"	9267
"131_RemAnt_DeMus3"	"Remigius Antissiodorensis"	"De musica"	16959
"131_RemAnt_EnInPs2"	"Remigius Antissiodorensis"	"Enarrationes in Psalmos"	381176
"131_RemAnt_Homili14"	"Remigius Antissiodorensis"	"Homiliae"	32699
"131_RicSue_Statut3"	"Riculfus Suessionensis"	"Statuta"	3743
"131_SerIii_EpEtPr3"	"Sergius III"	"Epistolae et privilegia"	4738
"132_AbbSan_DeBePa4"	"Abbo Sangermanensis"	"De bello Parisiaco"	1247
"132_AbbSan_Sermon22"	"Abbo Sangermanensis"	"Sermones"	6978
"132_AgiNar_HiAbVa"	"Agio Narbonensis"	"Historia abbatiae Vabrensis"	1787
"132_AucInc_ConChr"	"Auctor incertus"	"Continuatio Chronici"	7564
"132_AucVar_ApAuVe"	"Auctores varii"	"Appendix auctorum veterum"	15899
"132_AucVar_Elogia5"	"Auctores varii"	"Elogia"	1266
"132_BerVir_ConExc"	"Bertarius Virdunensis"	"Continuatio excerpti"	4101
"132_BerVir_ExInGeP"	"Bertarius Virdunensis"	"Excerptum in gestis pontificum S. Virdunensis ecclesiae"	3326
"132_ConRem_Acta6"	"Concilium Remense"	"Acta"	538
"132_ConRem_Acta8"	"Concilium Remense"	"Acta"	155
"132_ConTro_Acta7"	"Concilium Trosleianum"	"Acta"	25942
"132_DadVir_FrHiDeV"	"Dado Virdunensis"	"Fragmentum historicum de vita Hattonis et Berhardi"	470
"132_FloRem_NotHis227"	"Flodoardus Remensis"	"Notitia historica"	344
"132_HerRhe_EpAdWi"	"Hervaeus Rhemensis"	"Epistola ad Witonem"	4859
"132_HuSAm_Adnota6"	"Hucbaldus S. Amandi"	"Adnotationes"	302
"132_HuSAm_CoHiDeS"	"Hucbaldus S. Amandi"	"Commentarius historicus de S. Jonato"	5263
"132_HuSAm_DeHaIn"	"Hucbaldus S. Amandi"	"De harmonica institutione"	21989
"132_HuSAm_DeToEtP"	"Hucbaldus S. Amandi"	"De tonis et psalmis modulandis"	3625
"132_HuSAm_DeTrEtM"	"Hucbaldus S. Amandi"	"De translationibus et miraculis S. Rictrudis"	1122
"132_HuSAm_Eclogi"	"Hucbaldus S. Amandi"	"Eclogia"	1096
"132_HuSAm_EpDeSTh"	"Hucbaldus S. Amandi"	"Epistola de S. Theoderico"	466
"132_HuSAm_EpiMet3"	"Hucbaldus S. Amandi"	"Epistola metrica"	463
"132_HuSAm_EpiMil"	"Hucbaldus S. Amandi"	"Epitaphium Milonis"	42
"132_HuSAm_Epitap13"	"Hucbaldus S. Amandi"	"Epitaphium"	160
"132_HuSAm_HyDeSTh"	"Hucbaldus S. Amandi"	"Hymnus de S. Theoderico"	287
"132_HuSAm_MusEnc"	"Hucbaldus S. Amandi"	"Musica enchiriadis"	5764
"132_HuSAm_PaSsQuE"	"Hucbaldus S. Amandi"	"Passio SS. Quirici et Julittae"	3245
"132_HuSAm_SchEnc"	"Hucbaldus S. Amandi"	"Scholia enchiriadis"	15407
"132_HuSAm_ViSAl4"	"Hucbaldus S. Amandi"	"Vita S. Aldegundis"	7442
"132_HuSAm_ViSLe4"	"Hucbaldus S. Amandi"	"Vita S. Lebwini"	7512
"132_HuSAm_ViSRi"	"Hucbaldus S. Amandi"	"Vita S. Rictrudis"	8255
"132_JoaXi_EpEtPr6"	"Joannes XI"	"Epistolae et privilegia"	2709
"132_JoaX_EpEtPr4"	"Joannes X"	"Epistolae et privilegia"	5691
"132_LeoVii_EpEtPr7"	"Leo VII"	"Epistolae et privilegia"	9636
"132_LeoVi_Episto213"	"Leo VI"	"Epistola"	319
"132_OdiSue_DeTrRe"	"Odilo Suessionensis"	"De translatione reliquiarum"	22034
"132_OdiSue_Episto212"	"Odilo Suessionensis"	"Epistola"	298
"132_OdiSue_Sermon21"	"Odilo Suessionensis"	"Sermones"	5573
"132_RadDol_EpAdAdR"	"Radbodus Dolensis"	"Epistola ad Adelstanum regem"	287
"132_RadTra_Carmin25"	"Radbodus Trajectensis"	"Carmina"	1541
"132_RadTra_Chroni20"	"Radbodus Trajectensis"	"Chronicum"	125
"132_RadTra_SeEtHo"	"Radbodus Trajectensis"	"Sermones et homiliae"	3908
"132_RayTol_ChPrFuA"	"Raymundus Tolosanus"	"Charta pro fundatione abbatiae Vabrensis"	883
"132_RegPru_Chroni19"	"Regino Prumiensis"	"Chronicon"	50219
"132_RegPru_DeEcDi2"	"Regino Prumiensis"	"De ecclesiasticis disciplinis"	93677
"132_RegPru_DeHar"	"Regino Prumiensis"	"De harmonica"	8464
"132_RobMet_DiEtEp"	"Robertus Metensis"	"Diplomata et epistolae"	3237
"132_SalCon_Versus8"	"Salomon Constantiensis"	"Versus"	5028
"132_SteLeo_ViSLa"	"Stephanus Leodiensis"	"Vita S. Lamberti"	6327
"132_SteVii_EpEtPr5"	"Stephanus VII"	"Epistolae et privilegia"	1442
"132_SteVii_EpEtPr8"	"Stephanus VIII"	"Epistolae et privilegia"	1193
"132_WalSen_Statut4"	"Walterius Senonensis"	"Statuta"	639
"133_AgaIi_EpEtPr10"	"Agapetus II"	"Epistolae et privilegia"	16542
"133_ArtRhe_Episto215"	"Arthaldus Rhemensis"	"Epistola"	2366
"133_AucInc_SeInNaS2"	"Auctor incertus"	"Sermo in natali S. Odonis"	1037
"133_AuInOdC_DeTrBMa"	"Auctor incertus (Odo Cluniacensis?)"	"De translatione B. Martini"	5178
"133_AuInOsC_ViSOd5"	"Auctor incertus (Osbernus Cantuariensis?)"	"Vita S. Odonis"	599
"133_BerClu_Testam10"	"Berno Cluniacensis"	"Testamentum"	782
"133_CapSta_ViSOd3"	"Cappidus Stavriensis"	"Vita S. Odulphi"	2195
"133_CosJap_Carmen6"	"Cosmas Japygus"	"Carmen"	1157
"133_Frideg_ViSWi3"	"Fridegodus"	"Vita S. Wilfridi"	12147
"133_JoaIta_DeMir"	"Joannes Italus"	"De miraculis"	256
"133_JoaIta_ViSOd"	"Joannes Italus"	"Vita S. Odonis"	2317
"133_JoaXii_EpEtPr11"	"Joannes XII"	"Epistolae et privilegia"	12872
"133_LauCas_Sermo3"	"Laurentius Cassinensis"	"Sermo"	1468
"133_LeoMat_Donati3"	"Leotaldus Matisconensis"	"Donatio"	258
"133_LuIvFrC_Praece4"	"Ludovicus IV Franciae; Conradus imperator"	"Praecepta"	905
"133_MarIi_EpEtPr9"	"Marinus II"	"Epistolae et privilegia"	676
"133_NalClu_ViSOd2"	"Nalgodus Cluniacensis"	"Vita S. Odonis"	10737
"133_OdaRhe_SeCoSa"	"Odalricus Rhemensis"	"Sententia contra sacrilegos"	190
"133_OdoCan_Consti2"	"Odo Cantuariensis"	"Constitutiones"	1385
"133_OdoCan_Episto214"	"Odo Cantuariensis"	"Epistola"	397
"133_OdoCan_EpiSyn3"	"Odo Cantuariensis"	"Epistola synodalis"	306
"133_OdoClu_AnDeBMa"	"Odo Cluniacensis"	"Antiphonae de B. Martino"	351
"133_OdoClu_Collat2"	"Odo Cluniacensis"	"Collationes"	5777
"133_OdoClu_Hymni9"	"Odo Cluniacensis"	"Hymni"	694
"133_OdoClu_MoInJo"	"Odo Cluniacensis"	"Moralia in Job"	19047
"133_OdoClu_OpDeMu"	"Odo Cluniacensis"	"Opuscula de musica"	2628
"133_OdoClu_Sermon23"	"Odo Cluniacensis"	"Sermones"	18147
"133_OdoClu_ViSGe3"	"Odo Cluniacensis"	"Vita S. Geraldi"	29924
"133_RorLau_Consti3"	"Rorico Laudunensis"	"Constitutio"	375
"133_SigTre_DeMiSMa2"	"Sigehardus Trevirensis"	"De miraculis S. Maximini"	3675
"133_WilArv_Testam9"	"Willelmus Arvernorum"	"Testamentum"	146
"134_AdaEpi_DeStVi"	"Adalgerus episcopus"	"De studio virtutum"	11163
"134_AttVer_Capitu15"	"Atto Vercellensis"	"Capitulare"	9946
"134_AttVer_DePrEc"	"Atto Vercellensis"	"De pressuris ecclesiasticis"	19664
"134_AttVer_Episto216"	"Atto Vercellensis"	"Epistolae"	13167
"134_AttVer_ExEpSPa"	"Atto Vercellensis"	"Expositio epistolarum S. Pauli"	326788
"134_AttVer_Praefa149"	"Atto Vercellensis"	"Praefatio"	982
"134_AttVer_Sermon24"	"Atto Vercellensis"	"Sermones"	1045
"134_AtVeAuV_Testam11"	"Atto Vercellensis; Auctores varii"	"Testamentum"	2396
"134_AucInc_LiInHoS"	"Auctor incertus"	"Litania in honorem S. Eusebii"	240
"134_AuInAtV_Polypt"	"Auctor incertus (Atto Vercellensis?)"	"Polypticum"	6122
"134_AuInAtV_TeAlPo"	"Auctor incertus (Atto Vercellensis?)"	"Textus alter Polyptici"	5835
"134_Balder_NotHis243"	"Baldericus"	"Notitia historica"	57
"134_BruCol_Diplom9"	"Bruno Coloniensis"	"Diploma"	452
"134_GuiCab_Narrat"	"Guillelmus Cabillonensis"	"Narratio"	1674
"134_LeoVii_PrEtCo"	"Leo VIII"	"Privilegia et constitutiones"	3648
"134_RuoCol_ViSBr"	"Ruotgerus Coloniensis"	"Vita S. Brunonis"	1544
"134_UthArg_ViSAr"	"Utho Argentinensis"	"Vita S. Arbogasti"	1571
"134_WibCam_LudCle"	"Wiboldus Cameracensis"	"Ludus clericalis"	2531
"135_AucInc_OfSUd"	"Auctor incertus"	"Officium S. Udalrici"	1165
"135_AucInc_ViSMa12"	"Auctor incertus"	"Vita S. Mathildis"	12741
"135_AucVar_ApAdHiE"	"Auctores varii"	"Appendix ad historiam ecclesiae Remensis"	4679
"135_AucVar_TeEtEl2"	"Auctores varii"	"Testimonia et elogia"	607
"135_AuInUdA_SerSyn"	"Auctor incertus (Udalricus Augustanus?)"	"Sermo synodalis"	1813
"135_BenVi_EpEtPr12"	"Benedictus VI"	"Epistolae et privilegia"	4419
"135_EraLeo_Episto217"	"Eraclius Leodiensis"	"Epistola"	553
"135_EraLeo_ReMiSMa"	"Eraclius Leodiensis"	"Relatio miraculi S. Martini"	834
"135_FloRem_Annale3"	"Flodoardus Remensis"	"Annales"	24721
"135_FloRem_Auctar"	"Flodoardus Remensis"	"Auctarium"	594
"135_FloRem_DeTrChA"	"Flodoardus Remensis"	"De triumphis Christi Antiochiae"	17782
"135_FloRem_DeTrChA2"	"Flodoardus Remensis"	"De triumphis Christi apud Italiam"	107884
"135_FloRem_DeTrChS"	"Flodoardus Remensis"	"De triumphis Christi sanctorumque Palestinae"	22184
"135_FloRem_HiEcRe"	"Flodoardus Remensis"	"Historia ecclesiae Remensis"	141547
"135_FloRem_Invoca"	"Flodoardus Remensis"	"Invocatio"	325
"135_GerPre_ViSUd"	"Gerardus presbyter"	"Vita S. Udalrici"	26925
"135_GumMan_VitVen2"	"Gumpoldus Mantuanus"	"Vita Vencezlavi"	7111
"135_JoaXii_EpEtDe26"	"Joannes XIII"	"Epistolae et decreta"	19777
"135_UdaAug_Charta7"	"Udalricus Augustanus"	"Charta"	371
"136_AdaMet_PrAdHeP"	"Adalbertus Metensis"	"Prologus ad Herimannum presbyterum"	593
"136_AntHis_Disqui5"	"Antonius Hispalensis"	"Disquisitio"	15506
"136_AucInc_RhAnVe"	"Auctor incertus"	"Rhythmica antiqua Veronae"	736
"136_AucInc_SeInFeS2"	"Auctor incertus"	"Sermo in festo SS. Firmi et Rustici"	896
"136_AuInLiC_Advers"	"Auctor incertus (Liutprandus Cremonensis?)"	"Adversaria"	19766
"136_AuInLiC_Chroni21"	"Auctor incertus (Liutprandus Cremonensis?)"	"Chronicon"	13896
"136_FolLau_Chartu"	"Folcuinus Laubiensis"	"Chartularium"	42207
"136_GuGrNo_EpAdFrA"	"Gunzo Grammaticus Novariensis"	"Epistola ad Fratres Augienses"	8091
"136_LiuCre_Antapo"	"Liutprandus Cremonensis"	"Antapodosis"	43956
"136_LiuCre_DeReGeO"	"Liutprandus Cremonensis"	"De rebus gestis Ottonis Imperatoris"	4724
"136_LiuCre_ReDeLeC"	"Liutprandus Cremonensis"	"Relatio de legatione Constantinopolitana"	11688
"136_OttI_Privil14"	"Otto I"	"Privilegium"	749
"136_RatVer_Apolog4"	"Ratherius Veronensis"	"Apologeticus"	3115
"136_RatVer_CoAcDeL"	"Ratherius Veronensis"	"Conclusio acta deliberativa Leodici"	1711
"136_RatVer_ConQua"	"Ratherius Veronensis"	"Conjectura qualitatis"	7699
"136_RatVer_DeCoCa"	"Ratherius Veronensis"	"De contemptu canonum"	12398
"136_RatVer_DeEtLi"	"Ratherius Veronensis"	"Decreta et libellus"	1331
"136_RatVer_DeNuIlC"	"Ratherius Veronensis"	"De nuptu illicito cujusdam"	142
"136_RatVer_DeOtSe"	"Ratherius Veronensis"	"De otioso sermone"	1934
"136_RatVer_DePrLa"	"Ratherius Veronensis"	"De proprio lapsu"	1484
"136_RatVer_DeReClS"	"Ratherius Veronensis"	"De rebellibus clericis sibi"	866
"136_RatVer_DeTrSMe"	"Ratherius Veronensis"	"De translatione S. Metronis"	8646
"136_RatVer_DiaCon"	"Ratherius Veronensis"	"Dialogus confessionalis"	19479
"136_RatVer_Discor"	"Ratherius Veronensis"	"Discordia"	3173
"136_RatVer_Episto218"	"Ratherius Veronensis"	"Epistolae"	12545
"136_RatVer_ExEtPr"	"Ratherius Veronensis"	"Exhortatio et preces"	1795
"136_RatVer_Itiner4"	"Ratherius Veronensis"	"Itinerarium"	6102
"136_RatVer_JuSeDoC"	"Ratherius Veronensis"	"Judicatum, seu Dotatio clericorum"	2045
"136_RatVer_Phrene"	"Ratherius Veronensis"	"Phrenesis"	782
"136_RatVer_Praelo2"	"Ratherius Veronensis"	"Praeloquia"	8373
"136_RatVer_Sermon25"	"Ratherius Veronensis"	"Sermones"	27987
"136_RatVer_Synodi2"	"Ratherius Veronensis"	"Synodica"	3549
"136_RatVer_Testam12"	"Ratherius Veronensis"	"Testamentum"	475
"136_RatVer_ViSUr"	"Ratherius Veronensis"	"Vita S. Ursmari"	2795
"136_RicFlo_CoEtJuE"	"Richardus Floriacensis"	"Consuetudines et jura Ecclesiae de regula"	2775
"137_AdaPra_HoInNaS"	"Adalbertus Pragensis"	"Homilia in natale S. Alexi confessoris"	1
"137_AdaRem_Episto220"	"Adalbero Remensis"	"Epistolae"	5338
"137_AdaRem_InMoInM"	"Adalbero Remensis"	"Introductio monachorum in monasterium Mosomense"	4795
"137_AdsDer_DeMiSWa"	"Adso Dervensis"	"De miraculis S. Waldeberti"	4975
"137_AdsDer_DeTrEtM2"	"Adso Dervensis"	"De translatione et miraculis S. Basoli"	3573
"137_AdsDer_ViSBa2"	"Adso Dervensis"	"Vita S. Basoli"	6382
"137_AdsDer_ViSBe2"	"Adso Dervensis"	"Vita S. Bercharii"	7258
"137_AdsDer_ViSFr3"	"Adso Dervensis"	"Vita S. Frodoberti"	8097
"137_AdsDer_ViSMa13"	"Adso Dervensis"	"Vita S. Mansueti"	10265
"137_AgiPre_DiDeObS"	"Agius presbyter"	"Dialogus de obitu S. Hathumodae"	5441
"137_AgiPre_ViSHa"	"Agius presbyter"	"Vita S. Hathumodae"	6914
"137_AucInc_ApAdTrC"	"Auctor incertus"	"Appendix ad translationem corporis S. Hunegundis"	2649
"137_AucVar_ChSMa"	"Auctores varii"	"Chartularium S. Maioli"	641
"137_AucVar_EpSoLi"	"Auctores varii"	"Epigrammata sodalitatis litterariae"	461
"137_AucVar_TeVeDeA"	"Auctores varii"	"Testimonia veterum de Aymardo Cluniacensi"	1366
"137_AymClu_Chartu2"	"Aymardus Cluniacensis"	"Chartularium"	1446
"137_AymClu_ElSMaIn"	"Aymardus Cluniacensis"	"Electio S. Maioli in abbatem Cluniacensem"	467
"137_BenVii_EpEtPr13"	"Benedictus VII"	"Epistolae et privilegia"	17936
"137_BerHum_DeTrCoS2"	"Bernerus Humolariensis"	"De translatione corporis S. Hunegundis apud Viromanduos"	5151
"137_BerHum_DeViSHu"	"Bernerus Humolariensis"	"De vita S. Hunegundis"	4478
"137_ConCel_PrAdFrI"	"Conradus Celtis"	"Praefatio ad Fridericum III electorem Saxoniae"	1907
"137_DunCan_EpAdWuS"	"Dunstanus Cantuariensis"	"Epistola ad Wulfsinum Schireburnensem"	563
"137_DunCan_ReCoMoA"	"Dunstanus Cantuariensis"	"Regularis concordia monachorum Anglicae nationis"	12858
"137_ErkArg_LegMun"	"Erkembaldus Argentinensis"	"Leges municipales"	4291
"137_ErkArg_Poemat4"	"Erkembaldus Argentinensis"	"Poematia"	49
"137_ErkArg_Suspir"	"Erkembaldus Argentinensis"	"Suspirium"	414
"137_FolLau_DeGeAbL"	"Folcuinus Laubiensis"	"De gestis abbatum Laubiensium"	13848
"137_FolLau_ViSFoTa"	"Folcuinus Laubiensis"	"Vita S. Folcuini Tarvennensis"	5367
"137_GezDer_DeCoEtS4"	"Gezo Dertonensis"	"De corpore et sanguine Christi"	17581
"137_GreV_EpEtPr15"	"Gregorius V"	"Epistolae et privilegia"	15304
"137_GuIiPo_DeReScM"	"Guido II Podiensis"	"De restitutione scriptorum monasteriis"	325
"137_GuIiPo_StAdCoP"	"Guido II Podiensis"	"Statuta ad conciliandam pacem inter Christianos"	557
"137_HelSan_DeCom3"	"Helpericus Sangalliensis"	"De computo"	14631
"137_HroGan_AdGeAbI"	"Hrothsuita Gandersheimensis"	"Ad Gerbergam abbatissam in Gandersheim"	80
"137_HroGan_Argume2"	"Hrothsuita Gandersheimensis"	"Argumentum"	292
"137_HroGan_CaDeGeO"	"Hrothsuita Gandersheimensis"	"Carmen de gestis Oddonis I"	6788
"137_HroGan_CaDePrC"	"Hrothsuita Gandersheimensis"	"Carmen de primordiis coenobii Gardersheimensis"	4104
"137_HroGan_Comoed"	"Hrothsuita Gandersheimensis"	"Comoediae"	23434
"137_HroGan_Episto221"	"Hrothsuita Gandersheimensis"	"Epistola"	464
"137_HroGan_HiAsDo"	"Hrothsuita Gandersheimensis"	"Historia ascensionis Domini"	1257
"137_HroGan_HiDeCoP"	"Hrothsuita Gandersheimensis"	"Historia de conversione Proterii"	2126
"137_HroGan_HiInGeD"	"Hrothsuita Gandersheimensis"	"Historia intactae Genitricis Dei"	6396
"137_HroGan_HiPaSAg"	"Hrothsuita Gandersheimensis"	"Historia passionis S. Agnetis"	3734
"137_HroGan_HiPaSDi"	"Hrothsuita Gandersheimensis"	"Historia passionis S. Dionysii Egregii"	2142
"137_HroGan_LaEtCoT"	"Hrothsuita Gandersheimensis"	"Lapsus et conversio Theophili Vicedomini"	3506
"137_HroGan_PaSGa"	"Hrothsuita Gandersheimensis"	"Passio S. Gangolfi"	4301
"137_HroGan_PaSPe"	"Hrothsuita Gandersheimensis"	"Passio S. Pelagii"	3197
"137_HroGan_Praefa152"	"Hrothsuita Gandersheimensis"	"Praefatio"	431
"137_HroGan_PrInHiG"	"Hrothsuita Gandersheimensis"	"Praefatio in historiam Genetricis Dei"	227
"137_HroGan_PrInViC"	"Hrothsuita Gandersheimensis"	"Praefatio in VI comoedias"	380
"137_JoaCan_ViSAd"	"Joannes Canaparius"	"Vita S. Adalberti"	13102
"137_JoaXiv_EpAdAlB"	"Joannes XIV"	"Epistola ad Alonem Beneventanum"	784
"137_JoaXv_EpEtPr14"	"Joannes XV"	"Epistolae et privilegia"	10555
"137_JoSArMe_HiTrSGl"	"Joannes S. Arnulfi Metensis"	"Historia translationis S. Glodesindis Metensis"	9334
"137_JoSArMe_ViJoGo"	"Joannes S. Arnulfi Metensis"	"Vita Joannis Gorziensis"	28497
"137_JoSArMe_ViSGlMe"	"Joannes S. Arnulfi Metensis"	"Vita S. Glodesindis Metensis"	2209
"137_LetMic_DeCoSJu"	"Letaldus Miciacensis"	"Delatio corporis S. Juniani"	600
"137_LetMic_LiMiSMa"	"Letaldus Miciacensis"	"Liber miraculorum S. Maximini"	1221
"137_LetMic_ViSJuCe"	"Letaldus Miciacensis"	"Vita S. Juliani Cenomanensis"	5693
"137_MaiClu_ElSOd"	"Maiolus Cluniacensis"	"Electio S. Odilonis"	512
"137_OdoAus_EpAdGaA"	"Odo Ausciensis"	"Epistola ad Garciam Ausciensem"	839
"137_OsbCan_ViSDu"	"Osbernus Cantuariensis"	"Vita S. Dunstani"	28551
"137_Sigebe_RhInHoT"	"Sigebertus"	"Rhythmi in honorem Theoderici"	196
"137_SyrClu_ViSMa14"	"Syrus Cluniacensis"	"Vita S. Maioli"	14685
"137_TheMet_EpEvCo"	"Theodericus Metensis"	"Epitaphium Evrardi comitis"	227
"137_TheMet_InvSan"	"Theodericus Metensis"	"Inventio sanctorum"	2175
"137_WidCor_ReGeSa"	"Widukindus Corbeiensis"	"Res gestae Saxonicae"	31241
