"id"	"auteur"	"titre"	"tokens"
"137_WigPhy_Episto219"	"Wigo Phyuhtvangensis"	"Epistolae"	2806
"137_WolWin_EpAdElW"	"Wolstanus Wintoniensis"	"Epistola ad Elfegum Wentanum"	244
"137_WolWin_ViSEt"	"Wolstanus Wintoniensis"	"Vita S. Ethelwoldi"	12241
"138_Aethel_LeEcCoG"	"Aethelstanus"	"Leges ecclesiasticae concilii Grateleani"	1217
"138_Aethel_LeEcPrV"	"Aethelstanus"	"Legum ecclesiasticarum prisca versio"	2826
"138_AlbEre_EpAdHe3"	"Albuinus Eremita"	"Epistola ad Heribertum"	360
"138_AlfMag_LegEcc"	"Alfredus Magnus"	"Leges ecclesiasticae"	1419
"138_AlfMag_PrAdLeS"	"Alfredus Magnus"	"Praefatio ad leges suas"	2145
"138_AlMaGuA_LegEcc2"	"Alfredus Magnus; Guthurnus Anglodanorum"	"Leges ecclesiasticae"	978
"138_AmbSol_EpAdHe4"	"Amblardus Sollemniacensis"	"Epistola ad Herveum"	204
"138_AucInc_Acclam"	"Auctor incertus"	"Acclamationes"	450
"138_AucInc_BeCoEtO"	"Auctor incertus"	"Benedictiones, consecrationes, et ordinationes variae"	9092
"138_AucInc_BenArm"	"Auctor incertus"	"Benedictio armorum"	656
"138_AucInc_BenCer3"	"Auctor incertus"	"Benedictio cereorum"	1495
"138_AucInc_BenCin"	"Auctor incertus"	"Benedictio cinerum"	64
"138_AucInc_BenOle"	"Auctor incertus"	"Benedictio olei"	4071
"138_AucInc_BenPal"	"Auctor incertus"	"Benedictio palmarum"	2122
"138_AucInc_BenReg"	"Auctor incertus"	"Benedictio reginae"	940
"138_AucInc_BenVar"	"Auctor incertus"	"Benedictiones variae"	2026
"138_AucInc_BenVar2"	"Auctor incertus"	"Benedictiones variae"	1561
"138_AucInc_BePuSeU"	"Auctor incertus"	"Benedicito puerperae secundum usum Aethiopum"	805
"138_AucInc_BeSaEtA"	"Auctor incertus"	"Benedictio salis et aquae"	565
"138_AucInc_CaDeMoG"	"Auctor incertus"	"Carmen de monasterio Gemmeticensi"	1429
"138_AucInc_CaEdSuE"	"Auctor incertus"	"Canones editi sub Edgardo rege"	7293
"138_AucInc_CaPrCo"	"Auctor incertus"	"Canonum prisca collectio"	15187
"138_AucInc_CoCaIi"	"Auctor incertus"	"Coronatio Caroli II"	2317
"138_AucInc_CoHeRe"	"Auctor incertus"	"Coronatio Hermintrudis reginae"	1319
"138_AucInc_CoLuIi"	"Auctor incertus"	"Coronatio Ludovici II"	1335
"138_AucInc_CorArn"	"Auctor incertus"	"Coronatio Arnulfi"	84
"138_AucInc_DeFuMoS"	"Auctor incertus"	"De fundatione monasterii S. Arnulfi Metensis"	3175
"138_AucInc_DeGeEpA"	"Auctor incertus"	"De gestis episcoporum Antissiodorensium"	78025
"138_AucInc_DePrMo"	"Auctor incertus"	"De prandio monachorum"	2545
"138_AucInc_DeSuSHi"	"Auctor incertus"	"De successoribus S. Hidulphi in Vosago"	5988
"138_AucInc_ElLuAr"	"Auctor incertus"	"Electio Ludovici Arelatensis"	498
"138_AucInc_ElReBo"	"Auctor incertus"	"Electio regis Bosonis"	1485
"138_AucInc_ElReOd"	"Auctor incertus"	"Electio regis Odonis"	199
"138_AucInc_ElReWi"	"Auctor incertus"	"Electio regis Widonis"	914
"138_AucInc_EpiCan"	"Auctor incertus"	"Epistola canonica"	918
"138_AucInc_ExSuMi"	"Auctor incertus"	"Expositio super missam"	1162
"138_AucInc_FrKaLu"	"Auctor incertus"	"Fragmentum Kalendarii Lucensis"	606
"138_AucInc_FrLiGa"	"Auctor incertus"	"Fragmenta liturgiae Gallicanae"	601
"138_AucInc_FrMiLa"	"Auctor incertus"	"Fragmentum Missae Latinae"	2859
"138_AucInc_FrStCaT"	"Auctor incertus"	"Fragmentum Statutorum Canonicorum Turonensium"	411
"138_AucInc_JudPoe"	"Auctor incertus"	"Judicium poenitentis"	15556
"138_AucInc_KalAnt3"	"Auctor incertus"	"Kalendarium antiquissimum"	1307
"138_AucInc_KalFlo"	"Auctor incertus"	"Kalendarium Floriacense"	1149
"138_AucInc_KalSta"	"Auctor incertus"	"Kalendarium Stabulense"	4408
"138_AucInc_KalVal"	"Auctor incertus"	"Kalendarium Vallumbrosanum"	2078
"138_AucInc_KalVer"	"Auctor incertus"	"Kalendarium Verdinense"	2796
"138_AucInc_LiCoASP"	"Auctor incertus"	"Litaniae constitutae a S. patribus"	847
"138_AucInc_LitAre"	"Auctor incertus"	"Litaniae Arelatenses"	215
"138_AucInc_LitByz"	"Auctor incertus"	"Litaniae Byzuntinae"	264
"138_AucInc_LitCar"	"Auctor incertus"	"Litaniae Carolinae"	1273
"138_AucInc_MaEcAn"	"Auctor incertus"	"Martyrologium ecclesiae Antissiodorensis"	21275
"138_AucInc_MarBed"	"Auctor incertus"	"Martyrologium Bedae"	3496
"138_AucInc_MiGaXi"	"Auctor incertus"	"Missae Gallicanae XI"	6284
"138_AucInc_MisAet"	"Auctor incertus"	"Missa Aethiopum"	9535
"138_AucInc_MisLat"	"Auctor incertus"	"Missa Latina"	1357
"138_AucInc_NecGer"	"Auctor incertus"	"Necrologium Gerundense"	282
"138_AucInc_ObCiMo"	"Auctor incertus"	"Obsequium circa morientes"	1396
"138_AucInc_OrAdReB"	"Auctor incertus"	"Ordo ad regem benedicendum"	2851
"138_AucInc_OrAdViI"	"Auctor incertus"	"Ordo ad visitandum infirmum"	1418
"138_AucInc_Oratio3"	"Auctor incertus"	"Orationes"	420
"138_AucInc_OrBaSeU"	"Auctor incertus"	"Ordo baptismi secundum usum Aethiopum"	10057
"138_AucInc_OrCoDa"	"Auctor incertus"	"Orationes contra Daemoniacum"	7078
"138_AucInc_OrdBap"	"Auctor incertus"	"Ordo baptismatis"	3786
"138_AucInc_OrDeDeE"	"Auctor incertus"	"Ordo de dedicatione ecclesiae"	8724
"138_AucInc_OrDeSaO"	"Auctor incertus"	"Ordo de sacris ordinibus"	5246
"138_AucInc_OrdExc"	"Auctor incertus"	"Ordo excommunicationis"	1888
"138_AucInc_PoeGer"	"Auctor incertus"	"Poenitentiale Gerundense"	1107
"138_AucInc_ProVar"	"Auctor incertus"	"Probationes variae"	5092
"138_AucInc_SeDeSCl"	"Auctor incertus"	"Sermo de S. Clodoaldo"	3545
"138_AucInc_VeInCoD"	"Auctor incertus"	"Versus in coena Domini et Parasceve, et Sabbato Sancto"	4457
"138_AucVar_AcCoAdS"	"Auctores varii"	"Acta conventus ad Sablonarias"	3151
"138_AucVar_AcCoAdT"	"Auctores varii"	"Acta conventus ad Theodonis villam"	2036
"138_AucVar_AcCoApG"	"Auctores varii"	"Acta conventus apud Gundulfi villam"	328
"138_AucVar_AcCoApL"	"Auctores varii"	"Acta conventus apud Leucidum"	710
"138_AucVar_AcCoApM"	"Auctores varii"	"Acta conventus apud Marsnam"	1051
"138_AucVar_AcCoApM2"	"Auctores varii"	"Acta conventus apud Marsnam II"	1362
"138_AucVar_AcCoApP"	"Auctores varii"	"Acta conventus apud Pistas"	2301
"138_AucVar_AcCoApS"	"Auctores varii"	"Acta conventus apud Sanctum Quintinum"	946
"138_AucVar_AcCoApS2"	"Auctores varii"	"Acta conventus apud Saponarias"	2359
"138_AucVar_AcCoApV"	"Auctores varii"	"Acta conventus apud Valentianas"	394
"138_AucVar_AcCoAt"	"Auctores varii"	"Acta conventus Attiniacensis"	607
"138_AucVar_AcCoCa"	"Auctores varii"	"Acta conventus Carisiacensis"	2866
"138_AucVar_AcCoCa2"	"Auctores varii"	"Acta conventus Carisiacensis"	298
"138_AucVar_AcCoCa3"	"Auctores varii"	"Acta conventus Carisiacensis"	3886
"138_AucVar_AcCoCo"	"Auctores varii"	"Acta conventus Confluentiae"	572
"138_AucVar_AcCoDi"	"Auctores varii"	"Acta conventus Diusburgensis"	59
"138_AucVar_AcCoEr"	"Auctores varii"	"Acta conventus Erfordiensis"	452
"138_AucVar_AcCoFu"	"Auctores varii"	"Acta conventus Furonensis"	870
"138_AucVar_AcCoIn"	"Auctores varii"	"Acta conventus Ingelheimensis"	279
"138_AucVar_AcCoInB"	"Auctores varii"	"Acta conventus in basilica S. Castoris apud Confluentes"	4332
"138_AucVar_AcCoInV"	"Auctores varii"	"Acta conventus in villa Colonia"	1239
"138_AucVar_AcCoInV2"	"Auctores varii"	"Acta conventus in villa Sparnaco"	2758
"138_AucVar_AcCoMe"	"Auctores varii"	"Acta conventus Mettis"	252
"138_AucVar_AcCoMo"	"Auctores varii"	"Acta conventus Moguntini"	3242
"138_AucVar_AcCoSi"	"Auctores varii"	"Acta conventus Silvacensis"	2121
"138_AucVar_AcCoTi"	"Auctores varii"	"Acta conventus Ticinensis"	7633
"138_AucVar_AcCoTi2"	"Auctores varii"	"Acta conventus Ticinensis"	1984
"138_AucVar_AcCoTiI"	"Auctores varii"	"Acta conventus Ticinensis II"	2695
"138_AucVar_AcCoTiI2"	"Auctores varii"	"Acta conventus Ticinensis III"	1106
"138_AucVar_AcCoTr"	"Auctores varii"	"Acta concilii Triburiensis"	1612
"138_AucVar_AcSyApT"	"Auctores varii"	"Acta synodi apud Tolosam"	1072
"138_AucVar_AcSyApV"	"Auctores varii"	"Acta synodi apud Vermeriam"	111
"138_AucVar_AcSyAq"	"Auctores varii"	"Acta synodi Aquensis"	580
"138_AucVar_AcSyAqI"	"Auctores varii"	"Acta synodi Aquensis II"	1146
"138_AucVar_AcSyBe"	"Auctores varii"	"Acta synodi Bellovacensis"	430
"138_AucVar_AcSyMe"	"Auctores varii"	"Acta synodi Mettensis"	2555
"138_AucVar_AcSyPi"	"Auctores varii"	"Acta synodus Pistensis"	407
"138_AucVar_AcSyPo"	"Auctores varii"	"Acta synodi Pontigonensis"	188
"138_AucVar_AcSySu"	"Auctores varii"	"Acta synodi Suessionensis"	2597
"138_AucVar_CoAdCaI"	"Auctores varii"	"Consilium ad Carolem II"	553
"138_AucVar_CoInVeP"	"Auctores varii"	"Concilium in Verno palatio"	2066
"138_CaIiCaL_PacAqu"	"Carolus II Calvus; Ludovicus II Germaniae"	"Pactio Aquensis"	296
"138_CaIiCaL_PacTus"	"Carolus II Calvus; Ludovicus"	"Pactum Tusiacense"	2417
"138_CaIiCa_AcCoAt2"	"Carolus II Calvus"	"Acta conventus Attiniacensis"	1048
"138_CaIiCa_CaAdFrE"	"Carolus II Calvus"	"Capitula ad Francos et Aquitanos"	1799
"138_CaIiCa_CaMiAdF"	"Carolus II Calvus"	"Capitula missa ad Francos et Aquitanos"	105
"138_CaIiCa_CapCar"	"Carolus II Calvus"	"Capitulare Carisiacense"	2245
"138_CaIiCa_CapMis"	"Carolus II Calvus"	"Capitula missorum"	544
"138_CaIiCa_CorJud"	"Carolus II Calvus"	"Coronatio Judithae"	872
"138_CaIiCa_EdDeTrN"	"Carolus II Calvus"	"Edictum de tributo Nordmannico"	185
"138_CaIiCa_EdDeTrN2"	"Carolus II Calvus"	"Edictum de tributo Nordmannico"	228
"138_CaIiCa_EdiCar"	"Carolus II Calvus"	"Edictum Carisiacense"	673
"138_CaIiCa_EdiPit"	"Carolus II Calvus"	"Edictum Pitense"	8191
"138_CaLuIiG_PrApCa"	"Carlomannus; Ludovicus II Germaniae"	"Promissio apud Carisiacum"	265
"138_CarIii_CaDeTuE"	"Carolus III"	"Capitula de Tungrensi episcopatu"	1284
"138_Carlom_CaApVeP"	"Carlomannus"	"Capitula apud Vernis palatium"	1998
"138_Carlom_CaInBrC"	"Carlomannus"	"Capitula in broilo Compendii"	146
"138_EdgAng_ChaMal"	"Edgarus Anglorum"	"Charta Malmesburiensis"	368
"138_EdgAng_ChCoNoM"	"Edgarus Anglorum"	"Charta concessa novo monasterio Wintoniae"	3171
"138_EdgAng_ChDeOs"	"Edgarus Anglorum"	"Charta de Oswadeslau"	590
"138_EdgAng_ChInCoL"	"Edgarus Anglorum"	"Charta in concilio Londoniensi"	985
"138_EdgAng_LeEcCoB"	"Edgarus Anglorum"	"Leges ecclesiasticae concilii Brandafordiae"	259
"138_EdgAng_LegEcc6"	"Edgarus Anglorum"	"Leges ecclesiasticae"	822
"138_EdgAng_OrAdDuO"	"Edgarus Anglorum"	"Oratio ad Dunstanum, Oswaldum, et Ethelwaldum"	1031
"138_EdmAng_LeEcPrV2"	"Edmundus Anglorum"	"Legum ecclesiasticarum prisca versio"	1239
"138_EdmAng_LegEcc5"	"Edmundus Anglorum"	"Leges ecclesiasticae"	1063
"138_EdSeGuD_LegEcc3"	"Edwardus senior; Guthurnus Danorum"	"Leges ecclesiasticae"	1036
"138_GeSMeSu_PrInViS"	"Gerardus S. Medardi Suessionensis"	"Prologus in vitam S. Romani"	940
"138_GeSMeSu_ViSRo"	"Gerardus S. Medardi Suessionensis"	"Vita S. Romani"	4514
"138_HowDha_LegEcc4"	"Howel Dha"	"Leges ecclesiasticae"	3719
"138_LamFra_AcCoRa"	"Lambertus Francorum"	"Acta conventus Ravennatis"	1581
"138_LotIi_SaDeThR"	"Lotharius II"	"Sacramentum de Theotberga recipienda"	355
"138_LuIiGe_CapDiv"	"Ludovicus II Germaniae"	"Capitula diversa"	2369
"138_LuIiGe_CapEcc"	"Ludovicus II Germaniae"	"Capitula ecclesiastica"	1851
"138_LuIiGe_CapExc"	"Ludovicus II Germaniae"	"Capitula excerpta"	1325
"138_LuIiGe_CapIi"	"Ludovicus II Germaniae"	"Capitula II"	70
"138_LuIiGe_CoDeExB"	"Ludovicus II Germaniae"	"Constitutio de exercitu Beneventum promovendo"	960
"138_LuIiGe_Consti4"	"Ludovicus II Germaniae"	"Constitutiones"	812
"138_LuIiIt_Capitu16"	"Ludovicus II Italiae"	"Capitulum"	69
"138_OtIOtIi_Edictu3"	"Otto I; Otto II"	"Edictum"	624
"138_OttIii_ConTic"	"Otto III"	"Constitutio Ticinensis"	424
"138_OttIii_Edictu4"	"Otto III"	"Edictum"	194
"138_OttIi_PaCuVe"	"Otto II"	"Pax cum Venetis"	417
"138_OttI_AcCoAu"	"Otto I"	"Acta conventus Augustani"	802
"138_OttI_AcCoPa"	"Otto I"	"Acta conventus Papiensis"	57
"138_OttI_AcSyIn"	"Otto I"	"Acta synodi Ingelheimensis"	4501
"138_OttI_AcSyRo"	"Otto I"	"Acta synodi Romanae"	1008
"138_OttI_ConFra"	"Otto I"	"Constitutio Francofurtana"	152
"138_OttI_CorRom"	"Otto I"	"Coronatio Romana"	477
"138_OttI_MaDeInA"	"Otto I"	"Mandatum de inthronizatione archiepiscopi Magdeburgensis"	470
"138_OttI_PaCuJoX"	"Otto I"	"Pactum cum Johanne XII"	2583
"138_PreNor_LeAdMoC"	"Presbyteres Northumbrenium"	"Leges ad mores corrigendos"	1724
"138_RiSRe_Histor3"	"Richerus S. Remigii"	"Historiae"	62661
"138_Terald_EpAdGu"	"Teraldus"	"Epistola ad Guidonem"	445
"138_WidFra_Leges"	"Wido Francorum"	"Leges"	949
"139_AbbFlo_ApAdHuE"	"Abbo Floriacensis"	"Apologeticus ad Hugonem et Rodbertum reges Francorum"	4598
"139_AbbFlo_CarAcr2"	"Abbo Floriacensis"	"Carmen acrostichum"	247
"139_AbbFlo_Episto223"	"Abbo Floriacensis"	"Epistolae"	18536
"139_AbbFlo_ExDeViR"	"Abbo Floriacensis"	"Excerptum de vitis Romanorum pontificum"	15671
"139_AbbFlo_PrCoInC"	"Abbo Floriacensis"	"Praefatio commentarii in cyclum Victorii"	533
"139_AbbFlo_QuaGra"	"Abbo Floriacensis"	"Quaestiones grammaticales"	5771
"139_AbbFlo_ViSEa"	"Abbo Floriacensis"	"Vita S. Eadmundi"	5592
"139_AbFlHuF_Canone5"	"Abbo Floriacensis; Hugo Francorum; Robertus Francorum"	"Canones"	13451
"139_AelCan_CaAdWu"	"Aelfricus Cantuariensis"	"Canones ad Wulfinum"	2512
"139_AimFlo_DeMiSBe"	"Aimoinus Floriacensis"	"De miraculis S. Benedicti"	20153
"139_AimFlo_HisFra2"	"Aimoinus Floriacensis"	"Historia Francorum"	79912
"139_AimFlo_MiSAb"	"Aimoinus Floriacensis"	"Miracula S. Abbonis"	570
"139_AimFlo_SeInFeS3"	"Aimoinus Floriacensis"	"Sermo in festivitatibus S. Benedicti"	7853
"139_AimFlo_ViSAb2"	"Aimoinus Floriacensis"	"Vita S. Abbonis"	11748
"139_AlbMic_Charta8"	"Albertus Miciacensis"	"Charta"	190
"139_ArnHal_EpAdHeH"	"Arnoldus Halberstatensis"	"Epistola ad Henricum Herbipolensem"	2089
"139_ArnRem_AnInPr"	"Arnulfus Remensis"	"Anathema in praedones"	192
"139_ArnRem_Common5"	"Arnulfus Remensis"	"Commonitorium"	174
"139_ArnRem_Jurame4"	"Arnulfus Remensis"	"Juramentum"	163
"139_ArnRem_LibAbd"	"Arnulfus Remensis"	"Libellus abdicationis"	175
"139_ArnRem_Privil15"	"Arnulfus Remensis"	"Privilegia"	1418
"139_AucInc_AnnFlo"	"Auctor incertus"	"Annales Floriacenses"	831
"139_AucVar_EpiTeg"	"Auctores varii"	"Epistolae Tegernseensium"	396
"139_AucVar_TeVeEtR"	"Auctores varii"	"Testimonia veterum et recentiorum"	429
"139_Beda_PrDeCyP"	"Beda"	"Praefatio de cyclo Paschali"	373
"139_BenVii_EpEtDe27"	"Benedictus VIII"	"Epistolae et decreta"	26039
"139_BeSAn_Chroni22"	"Benedictus S. Andreae"	"Chronicon"	1489
"139_BeSAn_DeImPoI"	"Benedictus S. Andreae"	"De imperatoria potestate in urbe Roma"	2454
"139_BriRam_ViSDu2"	"Bridfertus Ramesiensis"	"Vita S. Dunstani"	12948
"139_BruLin_Charta9"	"Bruno Lingonensis"	"Charta"	355
"139_BruLin_EpAdClL"	"Bruno Lingonensis"	"Epistola ad clericos Lingonenses"	208
"139_BruLin_EpAdHe5"	"Bruno Lingonensis"	"Epistola ad Heldricum"	75
"139_CoCaAuI_Acta13"	"Concilium Causeiense; Auctor incertus (Gerbertus Auriliacensis?)"	"Acta"	192
"139_CoMoAuI_Acta12"	"Concilium Mosomense; Auctor incertus (Gerbertus Auriliacensis?)"	"Acta"	487
"139_ConRav_Acta9"	"Concilium Ravennatense"	"Acta"	599
"139_ConRem_SeECoRe"	"Concilium Remense"	"Selecta e concilio Remensi"	185
"139_ConRom_Acta10"	"Concilium Romanum"	"Acta"	558
"139_CoReAuI_Acta11"	"Concilium Remense; Auctor incertus (Gerbertus Auriliacensis?)"	"Acta"	23066
"139_CoSSy_ViSAdIi"	"Constantinus S. Symphoriani"	"Vita S. Adalberonis II Metensis"	10163
"139_EpDiRe_AcDeLeD"	"Episcopi dioeceseos Remorum"	"Acte de l'election de Gerbert"	332
"139_EpDiRe_AcElAr"	"Episcopi dioeceseos Remorum"	"Acta electionis Arnulfi"	316
"139_GerAur_AliEpi"	"Gerbertus Auriliacensis"	"Aliae epistolae"	9337
"139_GerAur_DeCaDiA"	"Gerbertus Auriliacensis"	"De causa diversitatis arearum in trigono aequilatero"	433
"139_GerAur_DeCoEtS5"	"Gerbertus Auriliacensis"	"De corpore et sanguine Domini"	4991
"139_GerAur_DeGeo"	"Gerbertus Auriliacensis"	"De geometria"	20898
"139_GerAur_DeNuDi"	"Gerbertus Auriliacensis"	"De numerorum divisione"	1956
"139_GerAur_DeRaEtR"	"Gerbertus Auriliacensis"	"De rationali et ratione uti"	4553
"139_GerAur_DeSpCo"	"Gerbertus Auriliacensis"	"De sphaerae constructione"	623
"139_GerAur_EpScAnS"	"Gerbertus Auriliacensis"	"Epistolae scriptae ante summum pontificatum"	18373
"139_GerAur_ExECoMo"	"Gerbertus Auriliacensis"	"Excerpta e concilio Mosomensi"	1435
"139_GerAur_PrDeFo"	"Gerbertus Auriliacensis"	"Profession de foi"	308
"139_GerAur_SeDeInE"	"Gerbertus Auriliacensis"	"Sermo de informatione episcoporum"	3758
"139_GerAur_SuAdEp"	"Gerbertus Auriliacensis"	"Supplementum ad epistolas"	1535
"139_GozTeg_EpiAli"	"Gozpertus Tegernseensis"	"Epistolae aliae"	318
"139_GozTeg_Episto222"	"Gozpertus Tegernseensis"	"Epistolae"	2694
"139_HeLoAnL_GeEpTuT"	"Heregerius Lobiensis; Anselmus Leodiensis"	"Gesta episcoporum Tungrensium, Trajectensium, et Leodensium"	34734
"139_HenPar_SeDePaD"	"Henricus Parmensis"	"Sermo de Paschate Domini"	1004
"139_HerLob_EpAdHuM"	"Heregerius Lobiensis"	"Epistola ad Hugonem monachum"	2979
"139_HerLob_ViSBe3"	"Heregerius Lobiensis"	"Vita S. Berlendis"	2617
"139_HerLob_ViSLa2"	"Heregerius Lobiensis"	"Vita S. Landoaldi"	5452
"139_HerLob_ViSUr2"	"Heregerius Lobiensis"	"Vita S. Ursmari"	1104
"139_JoaVen_ChVeEtG"	"Joannes Venetus"	"Chronicon Venetum et Grandense"	29723
"139_JoaXvi_EpEtDi3"	"Joannes XVIII"	"Epistolae et diplomata"	6294
"139_LeAbEtL_EpAdHuE"	"Leo abbas et legatus"	"Epistola ad Hugonem et Robertum reges"	2451
"139_MonFlo_EpEnDeC"	"Monachi Floriacensium"	"Epistola encyclica de caede Abbonis"	162
"139_NotLeo_ViSHa2"	"Notgerus Leodiensis"	"Vita S. Hadalini"	2654
"139_NotLeo_ViSRe4"	"Notgerus Leodiensis"	"Vita S. Remacli"	9389
"139_PetCla_Jurame3"	"Petrus Classensi"	"Juramentum"	525
"139_PurAug_CaDeGeW"	"Purchardus Augiensis"	"Carmen de gestis Witigowonis"	5221
"139_RorMoi_GeFrAdO"	"Rorico Moissiacensis"	"Gesta Francorum ad obitum Clodovei I"	1239
"139_SerIv_EpEtDi4"	"Sergius IV"	"Epistolae et diplomata"	13503
"139_SylIi_CarI"	"Sylvester II"	"Carmina I"	286
"139_SylIi_EpEtDeP"	"Sylvester II"	"Epistola et decreta pontificia"	6918
"139_ThiMer_Chroni23"	"Thietmarus Merseburgensis"	"Chronicon"	84214
"139_ThiTeg_EpAdSAd"	"Thietpaldus Tegernseensis"	"Epistola ad S. Adelbertum"	257
